year,month,day,tmin,tmax,wind,rain
# Merlimau, Melaka; 2.253213 N, 102.451753 E; 1987/1/1 - 2008/12/31
1988,3,11,23.3,31.9,2.9,2.9
1988,3,12,23.3,35.5,2.3,0
1988,3,13,23.1,38.4,1.6,0
1988,3,14,23.7,33.2,1.5,8.1
1988,3,15,24.8,32.4,0.9,12.2
1988,3,16,22.1,37.9,1.6,0
1988,3,17,22.6,37.7,1.2,0
1988,3,18,24.7,33.7,1.2,7.1
1988,3,19,24.5,32.3,1.8,6
1988,3,20,24,33.7,2.7,0
1988,3,21,24.2,36,2.6,8.2
1988,3,22,24,38.7,1.3,8.3
1988,3,23,23,35.7,1.5,6.4
1988,3,24,24.5,36.4,2.3,0
1988,3,25,23.7,35.9,2.3,5.3
1988,3,26,23.3,36.6,2.2,0
1988,3,27,23.8,36.9,2.2,0
1988,3,28,24.4,37.6,2.3,0
1988,3,29,23.8,36.6,2.1,0
1988,3,30,24.1,36.3,1.9,2
1988,3,31,24.1,36.4,2.1,0
1988,4,1,24.5,36.7,1.5,11.6
1988,4,2,24,34,1.5,0
1988,4,3,23.4,29.9,1.2,11.9
1988,4,4,23.2,28.3,0.8,24.9
1988,4,5,23.6,32.3,1.4,9
1988,4,6,24,30.5,1.1,13.2
1988,4,7,23.5,33,1.5,10.9
1988,4,8,23.1,34.3,2,0
1988,4,9,22.9,33.3,1.2,6.7
1988,4,10,22.9,32.9,2.3,0
1988,4,11,23.8,31.1,1.9,12.9
1988,4,12,24.1,33.5,1.8,12.4
1988,4,13,24.5,34.2,1.6,0
1988,4,14,23.4,38.9,2,0
1988,4,15,22.3,37.7,1.5,16
1988,4,16,22.8,38.5,1.7,0
1988,4,17,23.6,32.2,1.3,14.2
1988,4,18,23.6,32.4,1.4,0
1988,4,19,23.2,35.4,1.6,19
1988,4,20,24.1,37.2,1.3,0
1988,4,21,24.3,33.8,1.5,0
1988,4,22,24.9,31.6,1.2,8.7
1988,4,23,22.3,34,1.4,0
1988,4,24,23.6,36.1,1.7,10.8
1988,4,25,23.7,34.5,1.6,0
1988,4,26,24.4,36.8,1.5,7.6
1988,4,27,23.7,31.1,1,8.6
1988,4,28,24.4,31.9,1,12.3
1988,4,29,23,34.2,1.3,0
1988,4,30,24.8,34.3,2.4,0
1988,5,1,24.3,33.6,1.2,0
1988,5,2,25.3,31.8,1.1,9.6
1988,5,3,23.3,27.8,0.8,6.1
1988,5,4,23.6,34.4,0.9,0
1988,5,5,23.1,33.6,1,0
1988,5,6,23.6,34.1,1,0
1988,5,7,24.4,30.5,1.2,17.3
1988,5,8,24.4,31.4,1,12.2
1988,5,9,23.4,31.7,0.6,11.5
1988,5,10,24.6,31.7,0.6,19
1988,5,11,24.7,31.6,0.9,21
1988,5,12,23.4,34.2,0.6,0
1988,5,13,24.8,32.8,0.6,0
1988,5,14,24.4,31.5,0.9,18.7
1988,5,15,25.2,29.7,0.8,6.7
1988,5,16,24.8,33.1,0.9,0
1988,5,17,24.9,32.4,0.7,0
1988,5,18,25.5,34.1,1,0
1988,5,19,25.6,31.3,1.3,22.9
1988,5,20,23.9,34.5,1.5,0
1988,5,21,23.9,34.9,1.3,0
1988,5,22,23.1,35,1.4,0
1988,5,23,23.3,34.5,1.4,0
1988,5,24,23.1,34.3,1.2,3.5
1988,5,25,24.5,33.6,1.4,0
1988,5,26,25.7,34.6,1.7,0
1988,5,27,24.9,35.1,1.6,0
1988,5,28,25.6,32.4,1.6,7.7
1988,5,29,23.7,31,1.4,8.6
1988,5,30,24.9,29.1,1.5,9.5
1988,5,31,24,32,1.3,3
1988,6,1,23.6,26.5,1.5,16
1988,6,2,23.1,31.4,1.4,0
1988,6,3,23.5,31.7,0.9,0
1988,6,4,25.2,33.2,0.9,0
1988,6,5,24,29.1,0.9,16.5
1988,6,6,24.2,32.7,1.1,0
1988,6,7,24.2,30,1.1,6.1
1988,6,8,23.1,33.4,1.2,0
1988,6,9,23.3,30.7,0.9,4.8
1988,6,10,22.8,31.2,0.8,5.8
1988,6,11,23.1,30.7,1.2,4.1
1988,6,12,23,30.9,1.3,6.2
1988,6,13,21.7,32.8,1.3,0
1988,6,14,21.5,32.6,1.5,0
1988,6,15,21.6,33.6,1.6,0
1988,6,16,22.6,33.1,1.8,0
1988,6,17,23.7,35,1.5,0
1988,6,18,24.1,32.2,0.9,7
1988,6,19,24.2,30.9,1.3,0
1988,6,20,23.8,29.3,1.2,9.5
1988,6,21,23.4,30.7,1,4.8
1988,6,22,23.1,30.2,1.1,3.9
